filing_uuid,dt_posted,client.id,Client Name,Client State,Entity Name,Entity Contribution,entity.ownership_percentage,entity.address,entity.city,entity.state,Entity Country,Country Full Name
17fb0a73-ab6c-42dd-aec1-90c9cdaab884,2021-08-23T20:52:27Z,211594,T.Y. LIN INTERNATIONAL,DE,DAR AL HANDASAH CONSULTANTS SHAIR AND PARTNERS HOLDINGS LTD. (DAR GROUP),0,100,"Office 2401, Index Tower DIFC P.O. Box 506855",Dubai,,AE,UNITED ARAB EMIRATES
17fb0a73-ab6c-42dd-aec1-90c9cdaab884,2021-08-23T20:52:27Z,211594,T.Y. LIN INTERNATIONAL,DE,DAR AL HANDASAH CONSULTANTS SHAIR AND PARTNERS HOLDINGS LTD,0,100,44 Esplanade St Helier,Jersey,,GB,UNITED KINGDOM
713bd3f5-78f9-45c6-ad99-b824af1c4974,2021-08-23T17:52:05Z,211721,PROTOS ENERGY SSC,,PROTOS ENERGY SSC,0,100,"Frederic Joulio Kyuri str., N:1",Plovdiv,,BG,BULGARIA
713bd3f5-78f9-45c6-ad99-b824af1c4974,2021-08-23T17:52:05Z,211721,PROTOS ENERGY SSC,,INSA OIL,0,100,"Frederic Joulio Kyuri str., N:1",Plovdiv,,BG,BULGARIA
b4cd612b-9e1c-4103-b663-2fee16a326fc,2021-08-23T17:41:41Z,211723,"HUAWEI TECHNOLOGIES USA, INC.",TX,HUAWEI TECHNOLOGIES COOPERRATIEF U.A.,0,100,Herikerbergweg 36,Amsterdam,,NL,NETHERLANDS
b4cd612b-9e1c-4103-b663-2fee16a326fc,2021-08-23T17:41:41Z,211723,"HUAWEI TECHNOLOGIES USA, INC.",TX,HUAWEI CONSUMER CO.LTD,0,100,"Huawei Industrial Base, Bantian Longgang",Shenzhen,,CN,"CHINA, PEOPLES REPUBLIC OF"
b4cd612b-9e1c-4103-b663-2fee16a326fc,2021-08-23T17:41:41Z,211723,"HUAWEI TECHNOLOGIES USA, INC.",TX,HUAWEI TECHNOLOGIES CO. LTD.,0,99,"Huawei Industrial Base, Bantian Longgang",Shenzhen,,CN,"CHINA, PEOPLES REPUBLIC OF"
b4cd612b-9e1c-4103-b663-2fee16a326fc,2021-08-23T17:41:41Z,211723,"HUAWEI TECHNOLOGIES USA, INC.",TX,UNION OF HUAWEI INVESTMENT &. HOLDING CO. LTD.,0,98,"Huawei Industrial Base, Bantian Longgang",Shenzhen,,CN,"CHINA, PEOPLES REPUBLIC OF"
b4cd612b-9e1c-4103-b663-2fee16a326fc,2021-08-23T17:41:41Z,211723,"HUAWEI TECHNOLOGIES USA, INC.",TX,HUAWEI INVESTMENT & HOLDING CO. LTD.,0,100,"Huawei Industrial Base, Bantian Longgang",Shenzhen,,CN,"CHINA, PEOPLES REPUBLIC OF"
36366840-4a47-4dc4-950f-b033b53b07e1,2021-08-23T17:09:06Z,211713,"BAE SYSTEMS, INC.",VA,BAE SYSTEMS PLC,0,100,6 Carlton Gardens,London,,GB,UNITED KINGDOM
331e705f-ef68-4556-9f0d-ad78c8290f13,2021-08-23T14:34:42Z,211712,FGH HOLDINGS ON BEHALF OF PEARSON INC.,DC,PEARSON PLC,0,100,80 Strand,London WC2R 0RL,,GB,UNITED KINGDOM
8635b559-11c5-4b69-b510-2fa875e1d4b6,2021-08-20T00:00:56Z,211580,"ONWARD MEDICAL, INC.",MA,"ONWARD MEDICAL, INC. SA",0,0,"EPFL Innovation Parkway, Building C",Lausanne,,CH,SWITZERLAND
8635b559-11c5-4b69-b510-2fa875e1d4b6,2021-08-20T00:00:56Z,211580,"ONWARD MEDICAL, INC.",MA,ONWARD MEDICAL BV,,100,"High Tech Campus 32, Floor 2, 5656 AE",Eindhoven,,NL,NETHERLANDS
4c8fd688-644a-4699-b615-82ef38080e0f,2021-08-19T19:01:59Z,211578,"FLEXTRONICS INTERNATIONAL USA, INC.",CA,FLEX LTD.,0,100,2 Changi S Ln,Singapore 486123,,SG,SINGAPORE
5bb76e0c-86c9-486f-98ab-29f45707655d,2021-08-19T17:59:07Z,211588,CARBYNE INC.,NY,CARBYNE LTD.,0,100,"94 Yigal Alon Street, 16 Floor, Alon Towers2B",Tel Aviv Yafa,,IL,ISRAEL
dce475a0-e93a-4590-bf2c-1f45fec7c657,2021-08-17T19:54:06Z,211569,PAPIERFABRIK AUGUST KOEHLER SE,,KOEHLER PAPER SE (100% OWNERSHIP OF PAPIERFABRIK AUGUST KOEHLER SE),0,100,Hauptstrasse 2,Oberkirch,,DE,GERMANY
dce475a0-e93a-4590-bf2c-1f45fec7c657,2021-08-17T19:54:06Z,211569,PAPIERFABRIK AUGUST KOEHLER SE,,KOEHLER HOLDING SE & CO. KG (100% OWNERSHIP OF KOEHLER PAPER SE),0,100,Hauptstrasse 2,Oberkirch,,DE,GERMANY
f8788d75-7d7c-4627-9175-7d877d0c06d5,2021-08-17T15:32:14Z,211567,"ONWARD MEDICAL, INC.",MA,ONWARD MEDICAL SA,0,0,"EPFL Innovation Parkway, Building C",1015 Lausanne,,CH,SWITZERLAND
f8788d75-7d7c-4627-9175-7d877d0c06d5,2021-08-17T15:32:14Z,211567,"ONWARD MEDICAL, INC.",MA,ONWARD MEDICAL BV,0,100,"High Tech Campus 32, Floor 2",5656 AE Eindhoven,,NL,NETHERLANDS
6f9163bd-0fc3-4806-8e46-dd85d9de7c37,2021-08-16T22:46:47Z,211558,"BIG SUN HOLDINGS GROUP, INC.",NY,DAE SUN CHUNG,0,95,113 Pershing Rd,Englewood Cliff,NJ,US,UNITED STATES OF AMERICA
bdd25a55-95dc-4c03-a1ff-23981a02e7d8,2021-08-16T18:22:28Z,211548,CALPORTLAND CORPORATION,CA,TAIHEIYO CEMENT CORPORATION,0,100,"Daiba Garden Cty Bldg, 2-3-5 Daiba, Minato-k",Tokyo. 135-8578,,JP,JAPAN
50612d6f-4c7a-452a-a325-3b3923d4f787,2021-08-16T18:13:56Z,211556,"BYD MOTORS, LLC",CA,BYD AUTO INDUSTRIAL CO. LTD,0,100,3009 BYD Road,Pingshan New District Shenzhen,,CN,"CHINA, PEOPLES REPUBLIC OF"
50612d6f-4c7a-452a-a325-3b3923d4f787,2021-08-16T18:13:56Z,211556,"BYD MOTORS, LLC",CA,BYD COMPANY LIMITED (SHOWING DIRECT + INDIRECT OWNERSHIP % IN BYD AUTO INDUSTRIAL CO. LTD.),0,99,3009 BYD Road,Pingshan New District Shenzhen,,CN,"CHINA, PEOPLES REPUBLIC OF"
a2e0cb67-6f48-4ded-85ad-368e071a4f7c,2021-08-15T20:47:06Z,211538,ALIBABA GROUP HOLDING LIMITED,,SOFTBANK GROUP CORP,0,24,1-9-1 Higashi-shimbashi Minato-ku,Tokyo,,JP,JAPAN
c9a721ae-5ff5-45c1-add1-86bd2b66edde,2021-08-13T22:48:35Z,211543,ASML US LLC,CT,ASML HOLDING NV,0,100,De Run 6501 5504 Dr,Veldhoven,,NL,NETHERLANDS
4e14cad4-ea94-45b7-887c-9822f2252eaf,2021-08-13T17:34:29Z,211536,AGUSTAWESTLAND PHILADELPHIA CORPORATION,PA,LEONARDO HELICOPTER DIVISION S.P.A.,0,100,Via Giovanni Agusta 520,Cacina Costa di Samarate,,IT,ITALY
59cf364a-543f-4b14-b5f0-1b36a72d0634,2021-08-13T15:24:46Z,211527,ZYMERGEN INC.,CA,SVF EXCALIBUR (CAYMAN) LIMITED,0,24,190 Elgin Avenue,Georgetown,,KY,CAYMAN ISLANDS
8374b32d-78c8-477c-a0ec-19b2066f635b,2021-08-12T19:17:34Z,211516,HUAWEI TECHNOLOGIES USA INC,DC,HUAWEI INVESTMENT & HOLDING CO. LTD.,0,100,"Huawei Industrial Base, Bantian Longgang",Shenzhen,,CN,"CHINA, PEOPLES REPUBLIC OF"
8374b32d-78c8-477c-a0ec-19b2066f635b,2021-08-12T19:17:34Z,211516,HUAWEI TECHNOLOGIES USA INC,DC,UNION OF HUAWEI INVESTMENT &. HOLDING CO. LTD.,0,98,"Huawei Industrial Base, Bantian Longgang",Shenzhen,,CN,"CHINA, PEOPLES REPUBLIC OF"
8374b32d-78c8-477c-a0ec-19b2066f635b,2021-08-12T19:17:34Z,211516,HUAWEI TECHNOLOGIES USA INC,DC,HUAWEI TECHNOLOGIES CO. LTD.,0,99,Huawei Industrial Base Bantian Longgang,Shenzhen,,CN,"CHINA, PEOPLES REPUBLIC OF"
8374b32d-78c8-477c-a0ec-19b2066f635b,2021-08-12T19:17:34Z,211516,HUAWEI TECHNOLOGIES USA INC,DC,HUAWEI TECHNOLOGIES COOPERRATIEF U.A.,0,100,Herikerbergweg 36,Amsterdam,,NL,NETHERLANDS
6df29c18-6d14-4ca5-8f67-c59b8d318e43,2021-08-12T15:24:33Z,211508,"DIEM NETWORKS US, INC.",DE,DIEM NETWORKS II LLC,0,0,"Quai de l'Ile 13, CH-1204",Geneva,,CH,SWITZERLAND
6df29c18-6d14-4ca5-8f67-c59b8d318e43,2021-08-12T15:24:33Z,211508,"DIEM NETWORKS US, INC.",DE,LIBRA ASSOCIATION,0,100,"Quai de l'Ile 13, CH-1204",Geneva,,CH,SWITZERLAND
f9a0a8f6-0dc7-40af-af9e-232e3aca8100,2021-08-10T20:49:41Z,211491,PHARMACOSMOS THERAPEUTICS INC.,NJ,PHARMACOSMOS A/S,0,100,"Roervangsvej 30, DK-4300",Holbaek,,DK,DENMARK
fdb07a13-05e1-48ee-896d-3a85760a83ba,2021-08-09T22:09:18Z,211488,TRUSTWAVE GOVERNMENT SOLUTIONS,VA,SINGTEL ENTERPRISE SECURITY PTE LTD,0,100,31 Exeter Road - ComCentre,Singapore,,SG,SINGAPORE
fdb07a13-05e1-48ee-896d-3a85760a83ba,2021-08-09T22:09:18Z,211488,TRUSTWAVE GOVERNMENT SOLUTIONS,VA,"TRUSTWAVE HOLDINGS, INC",155000,100,70 W. Madison Street,Chicago,IL,US,UNITED STATES OF AMERICA
fdb07a13-05e1-48ee-896d-3a85760a83ba,2021-08-09T22:09:18Z,211488,TRUSTWAVE GOVERNMENT SOLUTIONS,VA,TEMASEK HOLDINGS LIMITED,0,100,60B Orchard Rd #06-18 Tower2 The Atrium@Orcha,Singapore,,SG,SINGAPORE
fdb07a13-05e1-48ee-896d-3a85760a83ba,2021-08-09T22:09:18Z,211488,TRUSTWAVE GOVERNMENT SOLUTIONS,VA,SINGTEL ENTERPRISE SECURITY PTY LTD,0,100,1-7 Lyonpark Rd.,"Macquarie Park, NSW 2113",,AU,AUSTRALIA
fdb07a13-05e1-48ee-896d-3a85760a83ba,2021-08-09T22:09:18Z,211488,TRUSTWAVE GOVERNMENT SOLUTIONS,VA,"SINGTEL ENTERPRISE SECURITY (US), INC.",0,100,901 Marshall St. Suite 125,Redwood City,CA,US,UNITED STATES OF AMERICA
fdb07a13-05e1-48ee-896d-3a85760a83ba,2021-08-09T22:09:18Z,211488,TRUSTWAVE GOVERNMENT SOLUTIONS,VA,SINGTEL ICT PTE LTD,0,100,31 Exeter Road - ComCentre,Singapore,,SG,SINGAPORE
fdb07a13-05e1-48ee-896d-3a85760a83ba,2021-08-09T22:09:18Z,211488,TRUSTWAVE GOVERNMENT SOLUTIONS,VA,MINISTER OF FINANCE,0,100,100 High Street #10-01 The Treasury,Singapore,,SG,SINGAPORE
fdb07a13-05e1-48ee-896d-3a85760a83ba,2021-08-09T22:09:18Z,211488,TRUSTWAVE GOVERNMENT SOLUTIONS,VA,SINGAPORE TELECOMMUNICATIONS LIMITED,0,100,31 Exeter Road - ComCentre,Singapore,,SG,SINGAPORE
7be8cbee-964e-4eec-942e-ffa784918eac,2021-08-07T01:50:45Z,211471,MICROBIOME THERAPEUTICS INNOVATION GROUP (MTIG),DC,MICROBA LIFE SCIENCES,10000,0,388 Queen St,Brisbane QLD 4000,,AU,AUSTRALIA
7be8cbee-964e-4eec-942e-ffa784918eac,2021-08-07T01:50:45Z,211471,MICROBIOME THERAPEUTICS INNOVATION GROUP (MTIG),DC,GENETIC ANALYSIS,1660,0,Kabelgaten 8,0580 OSLO,,NO,NORWAY
7be8cbee-964e-4eec-942e-ffa784918eac,2021-08-07T01:50:45Z,211471,MICROBIOME THERAPEUTICS INNOVATION GROUP (MTIG),DC,SERVATUS BIOPHARMACEUTICALS,5000,0,12-14 Lomandra Place,"Coolum Beach, QLD 4573",,AU,AUSTRALIA
c30a71ab-6a51-46ca-998e-78b87792793c,2021-08-06T20:44:51Z,211291,"CEZ, A. S.",,CZECH REPUBLIC,0,70,nab��ei Edvarda Benee 4,Prague 1,,CZ,CZECH REPUBLIC
566e56ff-2763-45cc-a98e-e4a6edc82ea5,2021-08-06T14:20:51Z,208019,TIKTOK INC.,CA,BYTETEAM LTD (OWNS APPROXIMATELY 21% OF BYTEDANCE LTD),0,21,"Vista Corp. Ser. Centre, Wickhams Cay II Rd.","Tortola, VG1110",,VG,BRITISH VIRGIN ISLANDS
566e56ff-2763-45cc-a98e-e4a6edc82ea5,2021-08-06T14:20:51Z,208019,TIKTOK INC.,CA,TIKTOK LTD (OWNS 100% OF TIKTOK LLC WHICH OWNS 100% OF TIKTOK INC.),0,100,"P.O. Box 3119 Grand Pavilion, Hibiscus Way",Grand Cayman,,KY,CAYMAN ISLANDS
566e56ff-2763-45cc-a98e-e4a6edc82ea5,2021-08-06T14:20:51Z,208019,TIKTOK INC.,CA,ZHANG YIMING (OWNS 100% OF BYTETEAM LTD),0,21,"Bldg. 1, AVIC Plaza, 43 N. 3rd Ring W Rd.","Haidian District, Beijing",,CN,"CHINA, PEOPLES REPUBLIC OF"
566e56ff-2763-45cc-a98e-e4a6edc82ea5,2021-08-06T14:20:51Z,208019,TIKTOK INC.,CA,BYTEDANCE LTD (OWNS 100% OF BYTEDANCE INC.; 100% OF TIKTOK LTD),0,100,"Flr 4 Willow House, Cricket Sq P.O. Box 2804",Grand Cayman KY1-1112,,KY,CAYMAN ISLANDS
84dbc75b-fddd-4cc2-ad27-af28b031f490,2021-08-06T01:05:11Z,211456,GLOBAL LASER ENRICHMENT LLC,NC,SILEX,0,51,"Bid 64 LHSTC, New Illawarra Rd.",Lucas Heights 2234,,AU,AUSTRALIA
84dbc75b-fddd-4cc2-ad27-af28b031f490,2021-08-06T01:05:11Z,211456,GLOBAL LASER ENRICHMENT LLC,NC,CAMECO CORPORATION,0,49,2121 11th Street West,Saskatoon,SK,CA,CANADA
1b0c3b21-10ec-4ca6-bb83-0b1690af12c6,2021-08-04T20:50:58Z,211447,"SECURITAS, INC.",NY,"SECURITAS, AB",0,100,Lindhagensplan 70,Stockholm 102 28,,SE,SWEDEN
ee2e7b97-6e9f-4225-83d2-f5b14f4d27f0,2021-08-02T16:06:33Z,211414,SUEZ NORTH AMERICA INC.,NJ,SUEZ GROUPE SAS,0,100,16 Place de L'iris,"Paris, La Defense cedex 92040",,FR,FRANCE
d32d1cf8-4c76-4c76-b537-fbdf33bae47b,2021-08-02T15:49:22Z,211416,"SUEZ WTS USA, INC.",PA,SUEZ GROUPE SAS,0,70,16 Place de L'iris,"Paris, La Defense cedex 92040",,FR,FRANCE
d32d1cf8-4c76-4c76-b537-fbdf33bae47b,2021-08-02T15:49:22Z,211416,"SUEZ WTS USA, INC.",PA,CAISSE DE DEPOT ET PLACEMENT DU QUEBEC,0,30,"1000, place Jean-Paul-Riopelle",Montreal,QC,CA,CANADA
77f36c93-8b1e-4847-9094-65c2a28114d4,2021-07-30T14:43:02Z,211386,HOMESERVE USA CORP,CT,HOMESERVE PLC,0,100,Cable Drive,Walsall WS2 7BN,,GB,UNITED KINGDOM
3b00bcb6-dd3e-4dba-b174-eec441f9dc78,2021-07-30T12:45:28Z,189531,CEMEX INC.,TX,"CEMEX, S.A.B. DE C.V",0,100,Av. Ricardo Margain Zozaya No. 325 Col. Valle,"San Pedro Garza Garcia, NL",,MX,MEXICO
1a32ccfd-27c4-44c4-8cbb-8245ad72955d,2021-07-27T17:21:39Z,211359,"FORTESCUE FUTURE INDUSTRIES PTY, LTD.",,FORTESCUE METALS GROUP LTD.,0,100,Level 2 87 Adelaide Terrace,East Perth WA 6004,,AU,AUSTRALIA
19d14709-0c01-4ab4-bf1b-b15991a3a4d7,2021-07-26T16:26:04Z,211342,FLIXBUS INC,CA,FLIXMOBILITY GMBH,0,100,Birketweg 33,Munich,,DE,GERMANY
1e620b87-1840-4586-9a4c-b2db99145595,2021-07-23T18:28:57Z,211325,"ASML US, LLC",AZ,ASML HOLDING N.V.,0,99,De Run 6501,Veldhoven,,NL,NETHERLANDS
d934c065-b315-475b-963e-1dbf27d475c7,2021-07-23T16:50:34Z,140427,BYTEDANCE INC.,CA,BYTETEAM LTD (OWNS APPROXIMATELY 21% OF BYTEDANCE LTD.),0,21,"Vista Corp. Ser. Centre, Wickhams Cay II Rd.","Tortola, VG 1110",,VG,BRITISH VIRGIN ISLANDS
d934c065-b315-475b-963e-1dbf27d475c7,2021-07-23T16:50:34Z,140427,BYTEDANCE INC.,CA,TIKTOK LTD (OWN 100% OR TIKTOK LLC WHICH OWNS 100% OF TIKTOK INC.),0,100,"P.O. Box 3119 Grand Pavilion, Hibiscus Way",Grand Cayman,,KY,CAYMAN ISLANDS
d934c065-b315-475b-963e-1dbf27d475c7,2021-07-23T16:50:34Z,140427,BYTEDANCE INC.,CA,ZHANG YIMING (OWNS 100% OF BYTETEAM LTD.),0,21,"Bldg.1, AVIC Plaza, 43 N. 3rd Ring W Rd.","Haidian District, Beijing",,CN,"CHINA, PEOPLES REPUBLIC OF"
d934c065-b315-475b-963e-1dbf27d475c7,2021-07-23T16:50:34Z,140427,BYTEDANCE INC.,CA,BYTEDANCE LTD (OWNS 100% OF BYTEDANCE INC; 100% OF TIKTOK LTD.),0,100,"Flr 4 Willow House, Cricket Sq. P.O. Box 2804",Grand Cayman KY1-112,,KY,CAYMAN ISLANDS
de3c9259-8843-4844-aba4-6cdc381cf1c5,2021-07-23T13:07:52Z,211291,"CEZ, A. S.",,CZECH REPUBLIC,0,70,nab��ei Edvarda Benee 4,Prague 1,,CZ,CZECH REPUBLIC
8c9bfcde-8fe8-4109-840c-c47b82d522d6,2021-07-23T12:02:08Z,210555,RELX INC.,DC,RELX GROUP PLC,0,100,1-3 Strand,"London, WC2N 5JR",,GB,UNITED KINGDOM
038f9a26-0409-46ed-868e-4e4e51c8aa6e,2021-07-22T19:13:36Z,211287,SUNGROW AMERICAS,CA,SUNGROW POWER CO.,0,100,"12/F, San Toi Bldg, 137-139 Connaught Rd Cntl",Hong Kong,,HK,HONG KONG SAR
ab871276-f30b-49b0-bb13-cc91f2aa13d4,2021-07-22T18:24:29Z,128971,HOLCIM (US) INC AGGREGATE INDUSTRIES MGMT INC AND FIRESTONE BLDG PRODUCTS,IL,LAFARGEHOLCIM LTD.,0,100,Zurcherstrasse 156,8645 Jona,,CH,SWITZERLAND
cab80b04-f03d-422c-abed-4f074b2d3832,2021-07-22T16:07:51Z,208582,JUBILANT PHARMA HOLDINGS INC.,PA,JUBILANT PHARMA LIMITED,0,85,"6 Temasek Boulevard, #20-06 Suntec Tower Four",Singapore,,SG,SINGAPORE
c90a8b23-4fbd-4583-a5bf-578463e15296,2021-07-20T23:57:10Z,203505,BYTEDANCE INC.,CA,BYTETEAM LTD (OWNS APPROXIMATELY 21% OF BYTEDANCE LTD),0,21,"Vista Corp. Ser. Centre, Wickhams Cay II Rd.","Tortola, VG1110",,VG,BRITISH VIRGIN ISLANDS
c90a8b23-4fbd-4583-a5bf-578463e15296,2021-07-20T23:57:10Z,203505,BYTEDANCE INC.,CA,ZHANG YIMING (OWNS 100% OF BYTETEAM LTD),0,21,"Bldg. 1, AVIC Plaza, 43 N. 3rd Ring W Rd.","Haidian District, Beijing",,CN,"CHINA, PEOPLES REPUBLIC OF"
c90a8b23-4fbd-4583-a5bf-578463e15296,2021-07-20T23:57:10Z,203505,BYTEDANCE INC.,CA,TIKTOK LTD (OWNS 100% OF TIKTOK LLC WHICH OWNS 100% OF TIKTOK INC.),0,100,"P.O. Box 3119 Grand Pavilion, Hibiscus Way",Grand Cayman,,KY,CAYMAN ISLANDS
c90a8b23-4fbd-4583-a5bf-578463e15296,2021-07-20T23:57:10Z,203505,BYTEDANCE INC.,CA,BYTEDANCE LTD (OWNS 100% OF BYTEDANCE INC.; 100% OF TIKTOK LTD),0,100,"Flr 4 Willow House, Cricket Sq P.O. Box 2804",Grand Cayman KY1-1112,,KY,CAYMAN ISLANDS
47c98779-5c98-4208-ab97-f4ba17c30725,2021-07-20T21:49:58Z,211244,"535 GROUP, LLC ON BEHALF OF D-WAVE GOVERNMENT INC.",DC,D-WAVE SYSTEMS INC.,0,100,"3033 Beta Avenue, V5G 4M9",Burnaby,BC,CA,CANADA
90a2b945-8a91-461a-a78f-78256db594c2,2021-07-20T21:20:51Z,209047,PROTECT AMERICA'S SMALL SELLERS COALITION (INFORMAL COALITION),DC,"MERCARI, INC.",0,100,"1530 Page Mill Rd, #100",Palo Alto,CA,US,UNITED STATES OF AMERICA
187d675e-4cf4-45ee-b641-e320db898e80,2021-07-20T20:53:51Z,211226,EMERA TECHNOLOGIES,FL,EMERA,7800,100,5151 Terminal Road,Halifax,NS,CA,CANADA
24c8cbca-1d42-436e-990e-fef581c3810f,2021-07-20T19:52:35Z,211221,HEMOCUE AMERICA,CA,RADIOMETER MEDICAL,0,100,kandevej 21 DK-2700,Brnshj,,DK,DENMARK
24c8cbca-1d42-436e-990e-fef581c3810f,2021-07-20T19:52:35Z,211221,HEMOCUE AMERICA,CA,HEMOCUE AB,0,100,Kuvettgatan 1,Angelholm,,SE,SWEDEN
a773be4c-50c2-464a-b97f-8087cee2fc08,2021-07-20T19:05:01Z,211075,"JCB, INC.",GA,"J C BAMFORD EXCAVATORS, LTD.",144000,100,Lakeside Works,Rocester Staffordshire ST145JP,,GB,UNITED KINGDOM
0b87cb9d-cade-4dec-992d-7ec1c8f6ed7a,2021-07-20T17:58:43Z,211199,FCO ADVISORS LP,NY,FCO SPECIAL OPPORTUNITIES (A2) LTD.,0,0,"P.O. Box 39, Ugland House","Grand Cayman, KY1-1104",,KY,CAYMAN ISLANDS
0b87cb9d-cade-4dec-992d-7ec1c8f6ed7a,2021-07-20T17:58:43Z,211199,FCO ADVISORS LP,NY,FCO SPECIAL OPPORTUNITIES (A1) LTD.,0,0,P.O. Box 309 Ugland House,"Grand Cayman, KY1-1104",,KY,CAYMAN ISLANDS
0b87cb9d-cade-4dec-992d-7ec1c8f6ed7a,2021-07-20T17:58:43Z,211199,FCO ADVISORS LP,NY,FOUNDATION CREDIT OPPORTUNITIES MASTER FUND LP,1700,0,"P.O. Box 309, Ugland House","Grand Cayman, KY1-1104",,KY,CAYMAN ISLANDS
36900140-c8f8-4a0b-8c33-e1c0458a8549,2021-07-20T16:18:16Z,211189,NEEDLESMART,PA,NEEDLESMART,0,100,"Suite 2B, Stanley Grange, Ormskirk Rd","Knowsley, Prescot",,GB,UNITED KINGDOM
5d671f03-e45b-4a66-ab6f-2e910f2fc68a,2021-07-20T15:46:53Z,211182,ASTELLAS PHARMA US INC.,IL,ASTELLAS PHARMA,20000,100,"2-5-1, Nihonbashi-Honcho","Chuo-Ku, Tokyo",,JP,JAPAN
a7e7daa9-29de-4f76-bfe2-3c74aadde687,2021-07-20T14:36:23Z,211178,"BROWNSTEIN HYATT FARBER SCHRECK, LLP OBO HEINEKEN USA",DC,HEINEKEN NV,0,100,"P.O. Box 28, 1000 AA",Amsterdam,,NL,NETHERLANDS
096fa3d6-52d4-4484-8b79-f76cbb3acf3d,2021-07-20T14:16:00Z,211158,NOVAERUS US INC,CT,WELLAIR GROUP LTD,0,100,DCU Innovation Campus Old Finglas Road,Dublin 11,,IE,IRELAND
cee86910-e1be-4b0d-876a-e10d41604a15,2021-07-20T12:18:03Z,211144,"SAP AMERICA, INC.",DC,SAP SE,0,100,Dietmar- Hopp- Allee 16,69190 Walldorf,,DE,GERMANY
c471640e-d088-46eb-98d4-5ae2d75c91e4,2021-07-20T00:44:54Z,211139,"GHARDA CHEMICALS INTERNATIONAL, INC.",PA,GHARDA CHEMICALS LIMITED,3000,100,"48, Hill Road, Bandra (West)",Mumbai,,IN,INDIA
41431d25-1ca8-49e3-9899-0c34a59b5ba9,2021-07-19T21:32:53Z,204072,MUFG AMERICAS HOLDINGS CORPORATION,NY,MITSUBISHI UFJ FINANCIAL GROUP,0,100,"7-1 Marunouchi 2-Chrome, Chiyoda-ku",Tokyo,,JP,JAPAN
e9fb1175-e4ef-4a91-877e-570edc0e0750,2021-07-19T21:00:04Z,211111,"SANTANDER HOLDINGS USA, INC.",MA,"BANCO SANTANDER, S.A.",0,100,Avda de Cantabria s/n 28660 Boadilla del Mont,Madrid,,ES,SPAIN
495a6103-07fe-475e-9190-471e184ccafe,2021-07-19T16:51:59Z,211076,"KAZ USA, INC.",MA,HELEN OF TROY (BARBADOS),0,100,"The Phoenix Center, George Street Belleville",St. Michael,,BB,BARBADOS
495a6103-07fe-475e-9190-471e184ccafe,2021-07-19T16:51:59Z,211076,"KAZ USA, INC.",MA,HELEN OF TROY LIMITED (BERMUDA),0,100,Clarendon House 2 Church Street,Hamilton,,BM,BERMUDA
080887f2-9383-4802-8626-ba14ed182e65,2021-07-19T15:43:58Z,202998,T1INTERNATIONAL USA,ME,T1INTERNATIONAL,0,0,6 Little Pheasants,Cheltenham,,GB,UNITED KINGDOM
16b139f1-73cc-40dd-8de6-10e970bc5f3e,2021-07-19T14:36:27Z,211098,HOFFENHEIM GEOTECHNIK,,HOFFENHEIM GEOTECHNIK,7000,100,3808 Mara Drive,Johannesburg,,ZA,SOUTH AFRICA
204f244a-8a1f-48e1-a462-ce1dce7773d9,2021-07-18T17:20:00Z,211069,ERICSSON INC.,DC,TELEFONAKTIEBOLAGET LM ERICSSON,0,100,Torshamnsgatan,Stockholm,,SE,SWEDEN
a095771e-b3f3-4b99-aa22-2665cc5acba8,2021-07-18T16:24:34Z,211075,"JCB, INC.",GA,"J C BAMFORD EXCAVATORS, LTD.",144000,100,Lakeside Works,Rocester Staffordshire ST145JP,,GB,UNITED KINGDOM
651a7b41-35e5-4994-8a01-ea25b01c8bc5,2021-07-17T19:40:44Z,211076,"KAZ USA, INC.",MA,HELEN OF TROY LIMITED (BERMUDA),0,100,Clarendon House 2 Church Street,Hamilton,,BM,BERMUDA
651a7b41-35e5-4994-8a01-ea25b01c8bc5,2021-07-17T19:40:44Z,211076,"KAZ USA, INC.",MA,HELEN OF TROY (BARBADOS),0,100,"The Phoenix Center, George Street Belleville",St. Michael,,BB,BARBADOS
ee48a062-1e11-4079-bcec-dd2dfd4c47f4,2021-07-16T19:38:14Z,210582,SHARKNINJA OPERATING LLC,MA,JS GLOBAL LIFESTYLE COMPANY LIMITED,0,100,PO Box 309,Ugland House,,KY,CAYMAN ISLANDS
f2d9383f-fc18-4709-b2b4-6836bf58ae1b,2021-07-16T17:13:36Z,211067,CENTRE HAITIEN DE RECHERCHE EN AMENAGEMENT ET EN DEVELOPPEMENT (CHRAD),,CENTRE HAITIEN DE RECHERCHE EN AMENAGEMENT ET EN DEVELOPPEMENT (CHRAD),120000,100,87 Rue Gregoire,Petion-Ville,,HT,HAITI
7c5905f2-b2fe-4bc4-b8e7-96f87c01480c,2021-07-14T18:21:40Z,210958,CARDONE INDUSTRIES INC.,PA,BROOKFIELD BBP CANADA HOLDINGS INC.,0,51,"181 Bay Street, Suite 300, Brookfield Place",Toronto,ON,CA,CANADA
2771b427-920d-4a4c-8e8e-6791379d1e37,2021-07-12T20:04:52Z,172617,ACG ADVOCACY ON BEHALF OF RELX INC.,DC,RELX PLC,0,100,1-3 Strand WC2N 5JR,London,,GB,UNITED KINGDOM
